Seconds,Alpha,Red,Green,Blue
6570,-2,-2,-28,-48
6571,-11,-55,-55,-77
6572,-17,-16,-169,-271
6573,3,19,46,28
6574,-23,-136,-320,-159
6575,14,98,56,266
6576,-2,-16,-6,-20
6577,-4,-27,-55,-15
6578,20,19,59,519
6579,-6,-6,-108,-60
6580,-6,-17,-83,-11
6581,-25,-74,-299,-449
6582,16,16,256,32
6583,-2,-9,-31,-39
6584,-17,-68,-221,-527
6585,10,18,28,198
6586,6,6,60,48
6587,9,18,144,261
6588,-6,-42,-36,-144
6589,-8,-33,-25,-121
6590,-27,-189,-432,-27
6591,0,0,0,0
6592,-8,-15,-95,-55
6593,18,36,288,198
6594,18,18,126,288
6595,7,14,98,84
6596,7,13,104,104
6597,21,63,336,357
6598,12,36,36,288
6599,9,-1,80,8
6600,-15,-45,-135,-90
6601,-6,-48,-60,-84
6602,-32,-255,-255,-607
6603,-22,-132,-22,-264
6604,-31,-29,-308,-618
6605,13,103,51,207
6606,-23,0,-276,-690
6607,-3,-12,-33,-9
6608,9,53,-1,215
6609,11,56,155,45
6610,-21,-64,-43,-652
6611,2,11,23,63
6612,9,26,116,152
6613,-24,-120,-144,-720
6614,-33,-165,-495,-495
6615,-6,1,-77,-65
6616,-41,-82,-492,-1271
6617,32,64,64,160
6618,34,238,408,646
6619,21,43,127,316
6620,-23,-93,-47,-530
6621,12,26,218,254
6622,14,15,113,211
6623,9,54,99,252
6624,30,180,30,660
6625,10,22,112,32
6626,2,4,4,26
6627,7,49,63,112
6628,-15,-60,-270,-75
6629,5,16,76,1
6630,-6,-12,-72,-144
6631,8,32,136,8
6632,9,53,35,71
6633,23,68,390,-1
6634,7,30,79,86
6635,-6,-13,-61,-13
6636,10,50,150,110
6637,-19,-133,-209,-456
6638,-3,-21,-15,-78
6639,-22,-89,-331,-397
6640,18,35,305,71
6641,20,41,341,261
6642,-7,-48,-83,-153
6643,4,3,-1,55
6644,-9,-44,-80,-188
6645,-2,-2,-18,-40
6646,-4,-34,-58,-14
6647,-34,-101,-305,-237
6648,-5,-4,-49,-129
6649,-9,-19,-19,-91
6650,-2,-5,-9,-45
6651,-13,-52,-104,-221
6652,29,114,-2,752
6653,5,4,54,54
6654,1,5,3,1
6655,-14,-86,-128,-30
6656,-3,-13,-19,-58
6657,-8,-33,-17,-209
6658,-19,-132,-170,-531
6659,15,-2,73,118
6660,13,77,77,12
6661,-19,-39,-248,-58
6662,-10,-30,0,-120
6663,-7,-50,-15,-85
6664,8,49,105,257
6665,-12,-24,-108,-120
6666,24,168,312,0
6667,-3,-15,-21,-75
6668,10,50,60,310
6669,-5,-5,-70,-125
6670,18,16,124,484
6671,-4,-12,-60,-92
6672,25,150,375,350
6673,-35,-68,-628,-488
6674,21,20,251,356
6675,8,57,41,153
6676,-2,-6,-12,-38
6677,22,110,396,176
6678,4,12,36,68
6679,3,13,1,88
6680,-41,-123,-82,-984
6681,-45,-271,-676,-46
6682,13,79,131,261
6683,1,6,11,14
6684,-13,-64,-155,-402
6685,1,5,12,9
6686,4,12,72,52
6687,15,90,15,360
6688,-2,-6,-28,-38
6689,19,132,94,512
6690,14,29,239,239
6691,-4,-4,-28,-40
6692,-7,-24,-52,-66
6693,20,81,261,101
6694,14,1,141,155
6695,20,39,159,459
6696,-22,-111,-45,-287
6697,18,1,109,109
6698,-13,-91,-78,-221
6699,-15,-30,-240,-315
6700,-18,-129,-219,-363
6701,24,168,336,312
6702,19,133,76,475
6703,36,36,324,612
6704,27,109,352,136
6705,-13,-64,-12,-363
6706,12,48,48,96
6707,-30,-90,-510,-270
6708,6,34,40,40
6709,7,57,106,8
6710,10,28,28,48
6711,-12,-24,-84,-264
6712,3,8,5,47
6713,47,330,706,189
6714,-7,2,-110,-117
6715,-21,-104,1,-230
6716,11,44,165,187
6717,-9,1,-26,-62
6718,2,18,12,18
6719,5,10,20,85
6720,22,22,0,198
6721,-30,-28,-208,-28
6722,-7,-15,-50,-225
6723,31,31,217,465
6724,-7,-1,-50,-155
6725,10,41,101,191
6726,9,1,10,55
6727,-14,-1,-141,-113
6728,25,76,101,201
6729,-10,-8,-18,-18
6730,-18,-37,-307,-271
6731,-26,-78,-104,-156
6732,8,0,80,72
6733,-7,-15,-8,-50
6734,-13,-26,-156,-299
6735,-13,-26,-52,-377
6736,17,120,103,409
6737,-10,-49,-69,-279
6738,11,10,98,21
6739,14,14,42,84
6740,-17,-120,-86,-120
6741,2,10,30,48
6742,0,-1,-1,-1
6743,-6,-47,-17,-59
6744,-4,-11,-3,-87
6745,-4,-12,-24,-100
6746,8,57,17,81
6747,-8,-31,-15,-111
6748,2,18,10,42
6749,2,8,26,34
6750,10,51,161,201
6751,4,3,31,71
6752,-42,-337,-253,-757
6753,-14,-14,-14,-224
6754,-18,-17,-323,-485
6755,27,80,431,836
6756,19,76,0,247
6757,20,19,319,199
6758,-21,0,-42,-525
6759,20,20,300,380
6760,-1,-5,-4,-11
6761,18,20,164,92
6762,0,-1,-1,-1
6763,-20,-60,-340,-560
6764,-12,2,-214,-274
6765,10,40,90,100
6766,3,12,18,21
6767,-8,-49,-65,-169
6768,22,110,352,638
6769,-10,-60,-40,-290
6770,-7,-28,-77,-91
6771,-7,-36,-113,-183
6772,20,157,97,257
6773,-20,1,-179,-39
6774,35,278,173,1013
6775,8,33,25,81
6776,-21,-2,-65,-506
6777,-29,-116,-174,-377
6778,-12,-82,-154,-106
6779,8,48,120,24
6780,28,141,57,785
6781,35,70,315,35
6782,8,55,119,23
6783,10,21,141,11
6784,9,20,92,164
6785,-32,-33,-129,-257
6786,-13,-78,-91,-364
6787,2,6,36,58
6788,2,6,26,6
6789,20,118,178,618
6790,1,8,11,24
6791,16,81,225,145
6792,-10,-28,-158,2
6793,-20,2,-18,-558
6794,17,-2,168,66
6795,-7,-20,-118,-69
6796,-1,-2,-11,-16
6797,-10,-59,-69,-59
6798,-12,-48,-60,-372
6799,-10,-19,-59,-209
6800,20,139,199,399
6801,9,26,8,143
6802,-17,-135,-305,-237
6803,-1,-5,-13,-30
6804,27,0,405,729
6805,-23,-45,-206,-91
6806,11,64,196,273
6807,-2,-6,-30,-36
6808,5,22,87,147
6809,-2,-1,-23,-23
6810,0,-2,-2,-2
6811,25,200,275,275
6812,-7,-27,-111,-27
6813,0,-1,-1,-1
6814,19,59,78,363
6815,-24,0,-216,-72
6816,2,15,19,41
6817,-8,-24,-40,-64
6818,-1,-6,-8,-29
6819,-12,-60,-84,-216
6820,-16,-111,-159,-15
6821,17,103,256,154
6822,-7,-49,-91,-126
6823,-48,-241,-97,-1489
6824,7,13,111,90
6825,-21,-2,-107,-149
6826,10,41,11,101
6827,-6,-43,-1,-169
6828,47,46,93,563
6829,21,22,316,85
6830,-7,-5,-5,-152
6831,-17,-34,-221,-510
6832,6,11,71,185
6833,-9,-53,-17,-80
6834,6,28,82,70
6835,-12,-49,-193,-181
6836,20,100,80,260
6837,-12,-48,-48,-84
6838,15,17,2,242
6839,3,20,23,23
6840,-51,-307,-562,-562
6841,-16,-80,-208,-160
6842,4,12,72,80
6843,16,32,240,272
6844,4,8,32,68
6845,-24,-143,-23,-71
6846,0,0,0,0
6847,-5,-10,-65,-60
6848,10,60,80,210
6849,-37,-258,-332,-850
6850,3,5,14,32
6851,-21,-20,-83,-230
6852,8,49,57,225
6853,28,28,196,504
6854,-24,-71,-383,-383
6855,17,84,152,152
6856,-32,-63,-543,-511
6857,-2,-10,-8,-6
6858,12,36,180,252
6859,-33,-67,-430,-991
6860,10,80,130,170
6861,-12,-61,-205,-265
6862,-42,-169,-673,-127
6863,-12,-96,-84,-132
6864,-11,-89,-166,-56
6865,11,75,185,42
6866,-12,-48,-168,-264
6867,1,3,8,11
6868,11,76,76,340
6869,14,97,139,223
6870,-17,1,-186,-186
6871,-45,0,-810,-1260
6872,-5,-41,-21,-156
6873,-38,-113,-113,-721
6874,8,65,49,121
6875,18,127,307,73
6876,-15,-119,-239,-239
6877,3,9,54,48
6878,20,121,161,321
6879,9,17,26,8
6880,18,73,235,217
6881,-27,-81,-270,-162
6882,-34,-35,-205,-239
6883,-64,-257,-1025,-65
6884,-3,-15,-48,-45
6885,29,117,30,349
6886,-8,-49,-33,-137
6887,-1,-7,-8,-5
6888,-23,-23,-276,-368
6889,25,52,402,252
6890,11,78,100,232
6891,-16,-129,-193,-33
6892,15,44,149,389
6893,-16,-63,-47,-159
6894,-18,-144,-72,-378
6895,-16,-49,-225,-257
6896,24,168,312,288
6897,10,11,171,151
6898,-29,2,-85,-723
6899,5,9,89,134
6900,-11,-22,-176,-264
6901,-7,-36,-8,-134
6902,9,45,63,207
6903,4,29,37,5
6904,22,66,220,374
6905,18,19,163,55
6906,8,15,103,119
6907,-30,-149,-419,-689
6908,-31,-124,-155,-341
6909,-17,-84,-152,-475
6910,-9,-37,-10,-154
6911,1,0,1,-1
6912,-17,2,-117,-168
6913,2,4,34,12
6914,12,48,108,252
6915,-1,1,-1,-12
6916,-12,-85,-157,-133
6917,-12,1,-83,-323
6918,-32,-162,-66,-98
6919,-22,-43,-21,-131
6920,-40,-200,-120,-720
6921,5,28,8,128
6922,43,298,599,1287
6923,-5,-8,-83,-3
6924,34,169,339,373
6925,19,75,303,322
6926,18,144,270,90
6927,1,5,15,21
6928,44,220,660,440
6929,-18,-53,-215,-161
6930,10,11,151,261
6931,-10,-30,-10,-220
6932,-10,-10,-60,-40
6933,-9,-64,-10,-235
6934,-23,-162,-415,-461
6935,-8,-8,-112,-104
6936,14,95,109,333
6937,-3,-8,1,-92
6938,11,34,100,34
6939,-4,1,-31,-59
6940,-23,-71,-324,-623
6941,27,108,108,432
6942,-24,-170,-146,-746
6943,47,140,93,798
6944,-13,0,-156,-312
6945,-25,-101,-401,-276
6946,10,71,181,221
6947,50,200,550,650
6948,-13,-103,-233,-194
6949,15,75,180,105
6950,16,97,225,497
6951,-38,-227,-37,-227
6952,18,108,216,216
6953,24,95,407,191
6954,23,139,369,24
6955,25,75,50,50
6956,47,189,659,95
6957,-18,-54,-198,-342
6958,23,114,367,505
6959,-4,-19,-31,-23
6960,32,159,543,959
6961,-27,-81,-270,-81
6962,55,329,549,549
6963,-21,-167,-251,-608
6964,-17,-85,-187,-425
6965,4,29,41,61
6966,-10,-50,-40,-10
6967,-5,-31,-66,-116
6968,8,24,80,80
6969,13,52,52,52
6970,-17,-119,-170,-272
6971,6,24,78,48
6972,3,6,48,6
6973,3,-1,23,41
6974,0,1,1,1
6975,1,3,1,17
6976,-38,-38,-190,-798
6977,-32,0,-288,-832
6978,38,303,531,607
6979,5,35,85,20
6980,19,57,38,152
6981,-21,-126,-273,-168
6982,-2,-13,-21,-3
6983,13,64,129,51
6984,10,50,20,170
6985,-17,-49,-117,-440
6986,43,86,731,1075
6987,1,3,14,29
6988,-26,-51,-363,-649
6989,-18,-72,-270,-198
6990,-13,-51,-64,-285
6991,-15,-61,-46,-46
6992,1,2,11,32
6993,-24,-73,-169,-169
6994,1,5,15,7
6995,-8,-41,-121,-201
6996,-6,-36,-12,-78
6997,4,21,21,69
6998,-16,-16,-224,-416
6999,-25,-124,-149,-424
7000,7,41,20,167
7001,-10,-20,-160,-240
7002,35,105,385,35
7003,24,71,359,479
7004,3,26,2,68
7005,-28,-167,1,-671
7006,5,20,25,65
7007,-9,-18,-153,-126
7008,4,21,65,25
7009,-18,-53,-125,-503
7010,0,-2,-2,-2
7011,4,6,38,38
7012,-7,-36,-8,-99
7013,35,141,211,36
7014,10,59,19,89
7015,-9,-28,-10,-64
7016,8,39,103,103
7017,-37,-260,-630,-297
7018,-28,-224,-140,-252
7019,11,10,153,318
7020,-39,-77,-623,-1169
7021,23,139,277,438
7022,-11,-86,-64,-262
7023,-6,-41,-71,-107
7024,14,113,239,365
7025,8,58,138,122
7026,-16,-95,-47,-31
7027,-6,-37,-37,-25
7028,-16,-95,-191,-15
7029,13,52,169,169
7030,-37,-111,-296,-999
7031,-9,-26,1,-44
7032,-13,-66,-118,-287
7033,4,4,56,52
7034,23,161,368,184
7035,38,265,569,1101
7036,23,23,207,345
7037,-52,-364,-884,-1144
7038,-39,-272,-38,-584
7039,-10,-1,-81,-211
7040,19,133,114,266
7041,11,55,99,275
7042,-12,-24,-156,-240
7043,-10,-81,-101,-131
7044,2,13,19,21
7045,4,1,33,73
7046,-6,-42,-54,-192
7047,-8,-48,-120,-248
7048,-22,-44,-88,-638
7049,23,70,24,599
7050,1,1,5,16
7051,32,96,192,576
7052,22,175,131,351
7053,11,13,189,112
7054,-27,-55,-433,-217
7055,9,28,55,244
7056,44,266,706,706
7057,21,62,146,524
7058,6,50,98,2
7059,-44,-44,-572,-440
7060,10,38,168,128
7061,43,256,170,557
7062,20,20,120,260
7063,-29,0,-145,-812
7064,12,97,121,361
7065,-15,-45,-150,-300
7066,74,150,1260,372
7067,14,84,112,238
7068,6,25,109,97
7069,24,73,169,673
7070,32,256,128,96
7071,-11,-44,0,-22
7072,-5,-29,1,-14
7073,-12,-23,-179,-23
7074,-4,-3,-23,-87
7075,-3,-20,-17,-8
7076,9,-1,98,116
7077,30,151,91,421
7078,6,36,30,66
7079,-42,-170,-380,-1220
7080,-8,-23,-39,-207
7081,-34,-103,-511,-987
7082,5,14,69,9
7083,-1,-5,-15,-26
7084,-18,-53,-179,-395
7085,24,192,360,336
7086,-15,-1,-181,-376
7087,-5,-34,-44,-149
7088,45,135,315,405
7089,34,204,306,850
7090,-1,1,-5,-11
7091,-9,-16,-61,-142
7092,7,56,77,203
7093,-7,-55,-62,-146
7094,-17,-17,-34,-510
7095,-3,-16,-16,-67
7096,23,115,253,0
7097,28,196,28,252
7098,-12,-60,-156,-156
7099,17,-1,67,271
7100,-25,-24,-249,-424
7101,54,107,53,431
7102,-15,-120,-90,-270
7103,-18,-126,-324,-126
7104,-26,-182,-442,-806
7105,-21,-63,-357,-588
7106,13,92,79,118
7107,-11,-55,0,-44
7108,13,91,104,247
7109,11,56,166,122
7110,-4,0,-32,-28
7111,-12,-49,-169,-133
7112,14,14,238,84
7113,12,60,192,168
7114,-3,-2,-41,-71
7115,1,1,1,29
7116,14,42,140,182
7117,2,15,21,51
7118,-10,-60,-120,-60
7119,-8,-57,-17,-137
7120,-1,-5,-10,-1
7121,-2,-12,-30,-60
7122,36,106,34,358
7123,-2,0,-2,-52
7124,0,-2,-2,-2
7125,-6,-5,-17,-101
7126,-2,-15,-13,-11
7127,20,160,220,560
7128,-50,-301,-851,-1551
7129,-10,-10,-90,-250
7130,10,49,-1,279
7131,-39,-195,-39,-273
7132,-6,-29,-77,-59
7133,-22,-132,-22,-198
7134,-5,-26,-31,-101
7135,-18,-73,-199,-253
7136,4,17,29,1
7137,-1,-4,-4,-1
7138,-43,-43,-688,-516
7139,55,386,276,716
7140,13,39,104,65
7141,13,104,130,117
7142,11,32,54,43
7143,4,13,61,33
7144,10,-2,58,308
7145,-10,-30,-50,-120
7146,23,69,138,483
7147,31,247,30,309
7148,-48,-239,-191,-287
7149,-10,-59,-179,-79
7150,-12,-61,-73,-229
7151,18,19,253,37
7152,5,35,25,100
7153,-3,-10,-19,-85
7154,9,28,55,73
7155,-4,-13,-49,-89
7156,-5,-29,-9,-44
7157,-24,-71,-239,-143
7158,24,193,145,529
7159,-30,-148,-238,-778
7160,-16,-80,-32,-48
7161,18,127,73,253
7162,-17,-68,0,-51
7163,4,10,38,90
7164,4,19,67,79
7165,-4,-25,-9,-93
7166,16,65,209,17
7167,19,75,170,303
7168,-25,-100,-200,-475
7169,-37,-295,-295,-813
7170,-50,-200,-500,-1200
7171,-27,-162,0,-405
7172,-31,-246,-339,-649
7173,43,86,774,559
7174,13,77,168,142
7175,14,57,183,155
7176,-11,-54,-109,-76
7177,-11,-67,-166,-353
7178,25,101,176,401
7179,31,217,124,496
7180,8,48,120,192
7181,2,-1,7,33
7182,32,224,480,448
7183,10,18,78,78
7184,25,175,400,75
7185,2,2,-2,50
7186,40,202,522,442
7187,-29,-1,-1,-842
7188,37,258,36,591
7189,-18,-88,-196,-52
7190,36,71,215,467
7191,16,81,17,145
7192,25,26,251,101
7193,24,96,72,480
7194,-4,-13,-13,-109
7195,-26,-130,-78,-312
7196,17,15,-2,49
7197,-6,-17,-71,-77
7198,-13,-64,-51,-207
7199,-11,0,-33,-275
7200,-3,-23,-26,-47
